t,samples,elastic_energy,kinetic_energy,affine_kinetic_energy,total_energy,mass,grown_rest_area,max_speed,max_volumetric_pressure,min_elastic_det,min_triangle_area,inverted_triangles,min_triangle_quality,max_edge,min_weight,max_hardening
0.0,3127,19397.29723788923,72676.14714406623,238.12987752477906,92311.57425948024,3156.895451883556,0.0012755534723178086,14.49493694580853,269.19194656500787,0.9031467780956942,3.808552939688075e-08,0,0.021306551821186123,0.0038778040045976876,0.0006741597899235785,1.000691354731761
1.5625e-05,3127,18931.070059065543,73142.75025578699,238.72741669036463,92312.5477315429,3156.895451883556,0.0012755534723178086,14.54723167762261,266.2452014582897,0.904209355594681,3.810390936109802e-08,0,0.021271074773756688,0.003884144943591157,0.0006741597899235785,1.000692249419952
3.125e-05,3127,18470.232750063315,73603.70070875033,239.61108459435076,92313.54454340799,3156.895451883556,0.0012755534723178086,14.591962818788327,263.3116259829023,0.9052650888893803,3.811903326322858e-08,0,0.021248746569985155,0.003890429608575697,0.0006741597899235785,1.0006940387987335
4.6875e-05,3127,18014.849189877863,74059.29318209397,240.4315190018549,92314.57389097368,3156.895451883556,0.0012755534723178086,14.630156523152055,260.39793192043163,0.906313653018713,3.816619020824418e-08,0,0.021212880176517363,0.003896830101307891,0.0006741597899235785,1.000694575612992
6.25e-05,3127,17564.958643733484,74509.43881033645,241.22267694375773,92315.62013101368,3156.895451883556,0.0012755534723178086,14.662199029076852,257.51053702611495,0.9073526001232743,3.8215682174325125e-08,0,0.021177134629629456,0.003903230716015415,0.0006741597899235785,1.0006956492423724
7.8125e-05,3127,17120.58248553416,74954.04932486056,242.02692084103933,92316.65873123577,3156.895451883556,0.0012755534723178086,14.68839837372776,254.65495635770813,0.9083800984872367,3.826764505276968e-08,0,0.02114150931973351,0.003909750093043025,0.0006741597899235785,1.0006961860574948
9.375e-05,3127,16681.7194914735,75393.10536693144,242.89208028112043,92317.71693868606,3156.895451883556,0.0012755534723178086,14.709203738243684,251.83815010218336,0.9093931284558029,3.8319752704296635e-08,0,0.021106347673147324,0.003916210273450223,0.0006741597899235785,1.0006974386272334
0.000109375,3127,16248.367854775659,75826.53237097431,243.86813887244972,92318.76836462242,3156.895451883556,0.0012755534723178086,14.72476198899372,249.06613597624855,0.9103889023527698,3.83366538514451e-08,0,0.021070707839905067,0.0039227270026022144,0.0006741597899235785,1.0006988701374258
0.000125,3127,15820.511875568647,76254.30098671862,245.00388517558844,92319.81674746284,3156.895451883556,0.0012755534723178086,14.735336337739385,246.34320760366708,0.9113664943838812,3.838725426419393e-08,0,0.021035188134597923,0.0039293002995483325,0.0006741597899235785,1.000699228015294
0.00014062500000000002,3127,15398.137789239643,76676.35023306569,246.34190664963404,92320.82992895496,3156.895451883556,0.0012755534723178086,14.741153759124323,243.67899010633732,0.9123251341084562,3.8440347793766725e-08,0,0.020999787951047424,0.003935873743593519,0.0006741597899235785,1.0006999437714141
0.00015625,3127,14981.235179453266,77092.68165113367,247.91548927564887,92321.83231986259,3156.895451883556,0.0012755534723178086,14.742476516404617,241.07183384090547,0.9132632575503885,3.845515195166626e-08,0,0.020945716985039817,0.003942506659935612,0.0006741597899235785,1.000701196345856
0.000171875,3127,14569.804962163662,77503.30206795695,249.7453757727813,92322.85240589338,3156.895451883556,0.0012755534723178086,14.739562100944186,238.52308115753985,0.9141803966351988,3.8505739041738694e-08,0,0.020897164059146208,0.0039491961784068825,0.0006741597899235785,1.0007019121033842
0.0001875,3127,14163.8560522583,77908.14005966831,251.83631992326988,92323.83243184988,3156.895451883556,0.0012755534723178086,14.732693754650573,236.03537519350314,0.9150755690983157,3.85598131202869e-08,0,0.02086134216570946,0.003955948052953037,0.0006741597899235785,1.000702985740636
0.00020312500000000002,3127,13763.415372745907,78307.2234344861,254.17628773201736,92324.81509496403,3156.895451883556,0.0012755534723178086,14.72210226645421,233.60918913139224,0.9159484695073807,3.857657215888827e-08,0,0.02081285180947316,0.003962694356558499,0.0006741597899235785,1.0007047751386156
0.00021875,3127,13368.52351837182,78700.5354520778,256.7349313765003,92325.79390182612,3156.895451883556,0.0012755534723178086,14.708027008064875,231.2420443941335,0.9168003657677556,3.863090025646446e-08,0,0.02076510665879226,0.003969500164725184,0.0006741597899235785,1.0007045961986736
0.000234375,3127,12979.235803640702,79088.06563748192,259.464201846788,92326.76564296942,3156.895451883556,0.0012755534723178086,14.690770294047397,228.9347367081462,0.9176306109402921,3.865091535715228e-08,0,0.020729447661820336,0.003976362632149581,0.0006741597899235785,1.0007065645397948
0.00025,3127,12595.628049574632,79469.8016156391,262.30028981560463,92327.72995502932,3156.895451883556,0.0012755534723178086,14.67063634453027,226.68262699438077,0.9184410527783227,3.8667366197842004e-08,0,0.020681428548402582,0.003983225289213482,0.0006741597899235785,1.0007069224204146
0.000265625,3127,12217.78408447028,79845.72209770718,265.16553422420213,92328.67171640166,3156.895451883556,0.0012755534723178086,14.64792270568996,224.4831520892462,0.9192324385485942,3.872152376516169e-08,0,0.020633330063227442,0.003990144634460009,0.0006741597899235785,1.0007067434800887
0.00028125000000000003,3127,11845.80142167116,80215.83674638552,267.97306637359833,92329.61123443028,3156.895451883556,0.0012755534723178086,14.622876377588515,222.33131246590406,0.9200066276822245,3.8775837651883134e-08,0,0.020585637400379848,0.003997123518686772,0.0006741597899235785,1.0007069224204146
0.000296875,3127,11479.783415509475,80580.12353120808,270.6301207461149,92330.53706746368,3156.895451883556,0.0012755534723178086,14.59576057393883,220.22126441120443,0.9207657668591811,3.876364473853756e-08,0,0.02053786564261385,0.004004099786522653,0.0006741597899235785,1.0007076381820383
0.0003125,3127,11119.83228980397,80938.5792834956,273.0430511387036,92331.45462443827,3156.895451883556,0.0012755534723178086,14.566811804124056,218.14619474497295,0.92151229376916,3.878095089504545e-08,0,0.020489690412629238,0.004011135609977693,0.0006741597899235785,1.000707817122524
0.000328125,3127,10766.052312614152,81291.20134907166,275.1222368012251,92332.37589848704,3156.895451883556,0.0012755534723178086,14.536248459363794,216.09888443496936,0.9222488899654882,3.8835048066232456e-08,0,0.020454863096999457,0.004018230991851713,0.0006741597899235785,1.000708353944174
0.00034375,3127,10418.535531308922,81637.94682646674,276.7868077188423,92333.26916549451,3156.895451883556,0.0012755534723178086,14.504251736157935,214.0725750955494,0.922977889080094,3.888930510953512e-08,0,0.02038834957637008,0.004025326593975069,0.0006741597899235785,1.000709427588337
0.000359375,3127,10077.361523647238,81978.79443337252,277.9696890539983,92334.12564607375,3156.895451883556,0.0012755534723178086,14.470998064138927,212.05661702429992,0.9237032876930688,3.8945503710863216e-08,0,0.020353813272573202,0.004032538306569207,0.0006741597899235785,1.0007112169978356
0.000375,3127,9742.599108623728,82313.74889588113,278.6211534503947,92334.96915795526,3156.895451883556,0.0012755534723178086,14.436624772555257,210.04456539369673,0.9244272524691718,3.9001716523046137e-08,0,0.020294051415762425,0.00403975025645765,0.0006741597899235785,1.0007113959389615
0.000390625,3127,9414.297014990763,82642.77099134105,278.71084699891094,92335.77885333073,3156.895451883556,0.0012755534723178086,14.401273958216334,208.0259336968624,0.9251536642362558,3.905823842131896e-08,0,0.020233938055012807,0.004047024566129709,0.0006741597899235785,1.0007110380567417
0.00040625000000000004,3127,9092.485931436535,82965.84073105114,278.2295459622523,92336.55620844993,3156.895451883556,0.0012755534723178086,14.365032406405287,205.99341818216075,0.9258850424564161,3.9112573624322555e-08,0,0.020173713335038226,0.004054301871123033,0.0006741597899235785,1.0007101433517525
0.000421875,3127,8777.1758381659,83282.97839068061,277.188839564262,92337.34306841077,3156.895451883556,0.0012755534723178086,14.327999300426022,203.93752330729555,0.9266248043206853,3.916883617449682e-08,0,0.02011456400871759,0.004061635966810799,0.0006741597899235785,1.0007115748801192
0.0004375,3127,8468.360662170038,83594.10807493483,275.6210862072213,92338.0898233121,3156.895451883556,0.0012755534723178086,14.29023949094301,201.8527532649853,0.927376166852355,3.922526570221413e-08,0,0.020067850779993065,0.004068967527932554,0.0006741597899235785,1.0007131853519795
0.000453125,3127,8166.018021784752,83899.19585561915,273.57855136236884,92338.79242876628,3156.895451883556,0.0012755534723178086,14.251780635769869,199.73583794827877,0.9281425088577565,3.927475855647341e-08,0,0.020020981820036733,0.004076420776700124,0.0006741597899235785,1.0007130064105338
0.00046875,3127,7870.112312744523,84198.21886437651,271.1301031372941,92339.46128025833,3156.895451883556,0.0012755534723178086,14.212675189242573,197.5721047169123,0.9289225206982327,3.926291292088991e-08,0,0.01997396014233709,0.004083874251700823,0.0006741597899235785,1.0007140800596885
0.000484375,3127,7580.597908806237,84491.10852741287,268.3570934782616,92340.06352969736,3156.895451883556,0.0012755534723178086,14.17313891189041,195.35485258819287,0.9297202628179876,3.9319147049354744e-08,0,0.01992710060197552,0.004091330688852016,0.0006741597899235785,1.0007144379429962
0.0005,3127,7297.427698986083,84777.85735020167,265.34901459313585,92340.63406378089,3156.895451883556,0.0012755534723178086,14.13548183825314,193.07700723959312,0.9305397646092766,3.937570802747821e-08,0,0.01988040236237696,0.004098906044024481,0.0006741597899235785,1.000715332651825
