t,macro,phase,capacity_blocked,samples,elastic_energy,kinetic_energy,affine_kinetic_energy,total_energy,mass,grown_rest_area,max_speed,max_volumetric_pressure,min_elastic_det,min_triangle_area,inverted_triangles,min_triangle_quality,max_edge,min_weight,max_hardening
0.0,0,initial,0,40,0.0,0.0,0.0,0.0,50.00000059604645,2.020265648638997e-05,0.0,-0.0,1.0,3.695373642642604e-07,0,0.6193306435154042,0.001783800070510901,0.3658304810523987,1.0
0.0,0,refine,0,40,0.0,0.0,0.0,0.0,50.00000059604645,2.020265648638997e-05,0.0,-0.0,1.0,3.695373642642604e-07,0,0.6193306435154042,0.001783800070510901,0.3658304810523987,1.0
6.25e-05,0,physics,0,40,1.4339808008721964,0.0053264726119136045,0.05234147793190026,1.4916487514160102,50.3763202165959,2.035470960503834e-05,0.025430968268443956,19.728619448319698,0.9928977058885345,3.696466910341201e-07,0,0.6193833000369309,0.001784151284147026,0.3658304810523987,1.0000012516983237
0.000125,0,physics,0,40,4.346915511655718,0.1007473540224959,0.9871590154402714,5.434821881118485,50.75546455491873,2.0507904059730034e-05,0.11054733696706626,33.28742859013566,0.9880165257075512,3.7059923307936087e-07,0,0.6193535898044438,0.0017866848881609007,0.3658304810523987,1.0000014305124978
0.0001875,0,physics,0,40,6.019807219451003,0.44522450328942176,4.3262745505104165,10.791306273250843,51.13746936766316,2.0662254298050506e-05,0.23278527670686486,36.736874101009406,0.9867747158641796,3.728925008772415e-07,0,0.6193292875410602,0.0017926377863438328,0.3658304810523987,1.000005006802695
0.00025,0,physics,0,40,5.076421569171153,1.0707686340202953,10.246282949182977,16.393473152374426,51.52234656958507,2.0817765134194095e-05,0.3622049508910469,29.2237803449329,0.9894794165011253,3.7671853192478027e-07,0,0.6191789446401177,0.0018026594722900624,0.3658304810523987,1.000005006802695
0.0003125,0,physics,0,40,2.641238092287784,1.7757833436401116,16.619447294329298,21.036468730257194,51.91011999629269,2.0974446199012803e-05,0.4681949213528975,13.121327874696016,0.9952763033825649,3.8175450356448035e-07,0,0.6189678808069284,0.0018158928962233856,0.3658304810523987,1.0000046491730998
0.000375,0,physics,0,40,1.0273975452026762,2.2322489586373555,20.332706523692558,23.59235302753259,52.30081348332606,2.1132307123331053e-05,0.5258496864280958,-6.6385729531355,1.0023898948100434,3.8738254204417936e-07,0,0.6186950907354725,0.0018309243947166852,0.3658304810523987,1.0000060796922483
0.0004375,0,physics,0,40,1.4168869865367095,2.221347726127356,19.676662770877265,23.31489748354133,52.69443894528747,2.129135272128114e-05,0.5219751035726683,-23.934716225200592,1.0086165379006622,3.9273246166260325e-07,0,0.618213942959002,0.0018455515775896692,0.3658304810523987,1.0000042915436325
0.0005,0,physics,0,40,2.9053037112772566,1.7931804988278446,15.538654369011134,20.237138579116234,53.091032138466865,2.145159744030375e-05,0.459470521667536,-33.32984447007296,1.0119987955023597,3.9701280307724536e-07,0,0.6175951611336199,0.0018579424783219264,0.3658304810523987,1.00000679495259
0.0005,1,refine,0,40,2.9053037112772566,1.7931804988278446,15.538654369011134,20.237138579116234,53.091032138466865,2.145159744030375e-05,0.459470521667536,-33.32984447007296,1.0119987955023597,3.9701280307724536e-07,0,0.6175951611336199,0.0018579424783219264,0.3658304810523987,1.00000679495259
