t,macro,phase,capacity_blocked,samples,elastic_energy,kinetic_energy,affine_kinetic_energy,total_energy,mass,grown_rest_area,max_speed,max_volumetric_pressure,min_elastic_det,min_triangle_area,inverted_triangles,min_triangle_quality,max_edge,min_weight,max_hardening
0.0,0,initial,0,40,0.0,0.0,0.0,0.0,50.00000059604645,2.020265648638997e-05,0.0,-0.0,1.0,3.695373642642604e-07,0,0.6193306435154042,0.001783800070510901,0.3658304810523987,1.0
0.0,0,refine,0,40,0.0,0.0,0.0,0.0,50.00000059604645,2.020265648638997e-05,0.0,-0.0,1.0,3.695373642642604e-07,0,0.6193306435154042,0.001783800070510901,0.3658304810523987,1.0
6.25e-05,0,physics,0,40,1.4269832286808368,0.007225571826266446,0.07099200172660063,1.5052008022337038,50.37623102619973,2.0354673567380042e-05,0.029628806348913586,19.67206680251137,0.9929180534183949,3.696231649641391e-07,0,0.619357019261306,0.0017841957972709575,0.3658304810523987,1.000003933914293
0.000125,0,physics,0,40,4.318537028454219,0.11542600246400583,1.130154067442092,5.564117098360317,50.755292755007645,2.05078346434391e-05,0.11838004792224964,33.15869529920485,0.9880628184635707,3.7058394752875793e-07,0,0.6193060204960791,0.0017867541791893346,0.3658304810523987,1.000008404290229
0.0001875,0,physics,0,40,5.946789011052959,0.4862294353848388,4.716907492296718,11.149925938734516,51.13720316806547,2.0662146739271216e-05,0.24340529585816115,36.45615896188213,0.9868757029825207,3.7292128496346803e-07,0,0.6193708162263392,0.0017927914158806964,0.3658304810523987,1.0000169874680465
0.00025,0,physics,0,40,4.941164652324604,1.1426935392919921,10.904640139034889,16.988498330651485,51.52199090613971,2.0817621427267562e-05,0.3744099504639303,28.646046302750207,0.9896873421932648,3.7682372422409566e-07,0,0.6192686940365073,0.0018028045827035704,0.3658304810523987,1.0000148416666854
0.0003125,0,physics,0,40,2.4862657941197597,1.8664770368916475,17.401633828161593,21.754376659173,51.90967528899924,2.0974266513641176e-05,0.4802755285149505,12.085968230412417,0.9956490218725623,3.8195716856037573e-07,0,0.6191137886450775,0.0018162114303565163,0.3658304810523987,1.000013411135003
0.000375,0,physics,0,40,0.9815781666274526,2.314918351233668,20.988745121374684,24.285241639235807,52.30027325712109,2.1132088843244736e-05,0.5356303456035263,-8.204682694397547,1.0029537195724276,3.8763717569167976e-07,0,0.6187430670690123,0.0018314535925652053,0.3658304810523987,1.0000126958699291
0.0004375,0,physics,0,40,1.6199138490417335,2.269300857970948,20.006226453986358,23.895441160999038,52.69381319036279,2.129109988304835e-05,0.5271869534660389,-25.938565032942783,1.0093379635598996,3.930580771971395e-07,0,0.6182687502543609,0.00184627577324755,0.3658304810523987,1.0000116229732774
0.0005,0,physics,0,40,3.3762805064973485,1.7977395645696879,15.520882420055916,20.694902491122953,53.090314315831904,2.1451307401824924e-05,0.45847770860997333,-35.46677139585495,1.0127681701231717,3.973414965940946e-07,0,0.6175687530526728,0.0018588194440140695,0.3658304810523987,1.000013411135003
0.0005,1,refine,0,40,3.3762805064973485,1.7977395645696879,15.520882420055916,20.694902491122953,53.090314315831904,2.1451307401824924e-05,0.45847770860997333,-35.46677139585495,1.0127681701231717,3.973414965940946e-07,0,0.6175687530526728,0.0018588194440140695,0.3658304810523987,1.000013411135003
