t,macro,phase,capacity_blocked,samples,elastic_energy,kinetic_energy,affine_kinetic_energy,total_energy,mass,grown_rest_area,max_speed,max_volumetric_pressure,min_elastic_det,min_triangle_area,inverted_triangles,min_triangle_quality,max_edge,min_weight,max_hardening
0.0,0,initial,0,40,0.0,0.0,0.0,0.0,50.00000059604645,2.020265648638997e-05,0.0,-0.0,1.0,3.695373642642604e-07,0,0.6193306435154042,0.001783800070510901,0.3658304810523987,1.0
0.0,0,refine,0,40,0.0,0.0,0.0,0.0,50.00000059604645,2.020265648638997e-05,0.0,-0.0,1.0,3.695373642642604e-07,0,0.6193306435154042,0.001783800070510901,0.3658304810523987,1.0
6.25e-05,0,physics,0,40,1.4335360092730052,0.00537097359438432,0.0527787739568998,1.4916857568242894,50.3763202165959,2.035470960503834e-05,0.02553694030885802,19.72595819967235,0.9928986525084786,3.696466910341201e-07,0,0.6193833000369309,0.001784151284147026,0.3658304810523987,1.0000008940700713
0.000125,0,physics,0,40,4.336365690727886,0.1022360193320288,1.001738564921456,5.440340274981371,50.75546455491873,2.0507904059730034e-05,0.11136299771162311,33.23905881382345,0.9880339217094235,3.7059923307936087e-07,0,0.6193535898044438,0.0017866848881609007,0.3658304810523987,1.0000003576279326
0.0001875,0,physics,0,40,5.967660469614934,0.45448625402794823,4.415835093686852,10.837981817329734,51.13746936766316,2.0662254298050506e-05,0.23520125618458063,36.52933697281347,0.9868493963626541,3.7294316168612393e-07,0,0.61927684543775,0.001792727034114045,0.3658304810523987,1.0
0.00025,0,physics,0,40,4.955019660112177,1.098676543279183,10.510676500020262,16.56437270341162,51.52234656958507,2.0817765134194095e-05,0.3669200657828406,28.68391415065752,0.9896737392044718,3.7682310249920213e-07,0,0.6191004699605837,0.0018027937598100196,0.3658304810523987,1.000002503398214
0.0003125,0,physics,0,40,2.4922954189596775,1.829277687963598,17.110198055617467,21.43177116254074,51.91011999629269,2.0974446199012803e-05,0.47524102409834823,12.076547143415725,0.9956524197061948,3.819747398381427e-07,0,0.6188363727291704,0.0018162721460921348,0.3658304810523987,1.0000032186559977
0.000375,0,physics,0,40,0.986484374458789,2.303846992526325,20.96411353406908,24.254444901054196,52.30081348332605,2.1132307123331047e-05,0.5342547048323575,-8.258258904551205,1.0029729891539523,3.876895977583669e-07,0,0.6185433191443809,0.0018315121086254565,0.3658304810523987,1.0000032186559977
0.0004375,0,physics,0,40,1.6302121122558666,2.289346781002383,20.251393817080412,24.17095271033866,52.69443894528743,2.1291352721281124e-05,0.5297779323398608,-26.015062871831457,1.0093654427298977,3.9311620447790526e-07,0,0.618012179756268,0.001846396558672798,0.3658304810523987,1.000005006802695
0.0005,0,physics,0,40,3.3911767820966503,1.8362667119024745,15.891859644403398,21.119303138402522,53.091032138466744,2.14515974403037e-05,0.464233191644013,-35.536378844256056,1.012793171080246,3.9741900437206844e-07,0,0.6173065424745926,0.001858892046408824,0.3658304810523987,1.0000051856175407
0.0005,1,refine,0,40,3.3911767820966503,1.8362667119024745,15.891859644403398,21.119303138402522,53.091032138466744,2.14515974403037e-05,0.464233191644013,-35.536378844256056,1.012793171080246,3.9741900437206844e-07,0,0.6173065424745926,0.001858892046408824,0.3658304810523987,1.0000051856175407
0.0005625000000000001,1,physics,0,40,4.40041683888008,1.213532426045525,10.444148526013493,16.058097790939097,53.490610937772914,2.1613048502811584e-05,0.3572897166208492,-33.732569965859,1.012143812046711,4.001530253816556e-07,0,0.6165305310782682,0.0018676988995254,0.3658304810523987,1.0000051856175407
